Date,Open,High,Low,Close,Ticker
2024-01-08,528.8249454401968,529.6582570318067,517.6484214952225,526.0014038085938,UNH
2024-01-09,527.4523832359822,529.0308044453812,521.8935616767458,527.8151245117188,UNH
2024-01-10,527.5503695394833,530.5896290437475,525.6386477257322,527.0994262695312,UNH
2024-01-11,525.6190369091422,529.569996596545,524.0504292600657,529.0994262695312,UNH
2024-01-12,508.68754430393784,518.1189358749457,503.06990221195224,511.2856140136719,UNH
2024-01-16,513.4425827622001,514.2170731130949,506.42292247760787,508.97198486328125,UNH
2024-01-17,511.06015832948043,520.2562052111743,509.80522443913037,514.6483764648438,UNH
2024-01-18,495.32481015070385,506.7072078332999,487.7071244125385,506.2170104980469,UNH
2024-01-19,504.90327898518444,507.40327354448954,491.981683802655,493.68756103515625,UNH
2024-01-22,494.0600879883926,503.5012933633999,486.76594931508413,502.9326477050781,UNH
2024-01-23,502.4522445088252,507.92286326236587,502.04049552177474,505.4130554199219,UNH
2024-01-24,507.74642443323097,511.5012929422721,502.89345884037454,503.1679382324219,UNH
2024-01-25,478.0306245559624,485.79536336066883,469.60903808951304,483.7267150878906,UNH
2024-01-26,483.609096651,493.81500907320384,480.2953577763284,493.3346252441406,UNH
2024-01-29,493.24635879999965,496.5797246859809,491.3247935823647,494.6483459472656,UNH
2024-01-30,494.6483620969887,496.1287377841436,489.43265498813514,493.736572265625,UNH
2024-01-31,494.61891908269365,504.90324948344227,494.61891908269365,501.7071533203125,UNH
2024-02-01,498.8541966105573,500.2169595353495,493.13850896535826,497.1973571777344,UNH
2024-02-02,498.28561433229794,502.8542273792134,495.48169980620906,500.226806640625,UNH
2024-02-05,499.9620979617057,504.1189920437278,490.2463824061005,493.0993347167969,UNH
2024-02-06,494.0601055319214,500.9228684044234,492.59932700894154,500.6581726074219,UNH
2024-02-07,503.93262571299863,510.7855742268281,502.6384976917228,509.2071533203125,UNH
2024-02-08,510.4228852358019,511.92285797487114,507.13858700479886,509.89349365234375,UNH
2024-02-09,508.81504270651874,510.1876192406243,506.1679650127692,508.06011962890625,UNH
2024-02-12,508.06010194347897,508.8150249948128,502.75619305785125,507.49151611328125,UNH
2024-02-13,511.76600583131693,516.5993442613212,504.1287530716092,506.7169494628906,UNH
2024-02-14,505.1581809068655,508.3640907128439,504.20716693519125,506.80523681640625,UNH
2024-02-15,507.1973629297311,511.52087673764703,505.68751696622326,510.6679382324219,UNH
2024-02-16,512.0601862283271,513.5209648894877,508.7170663274428,511.32489013671875,UNH
2024-02-20,513.9327497979118,515.0699813708934,509.22680716041833,510.844482421875,UNH
2024-02-21,513.4032551563362,513.4228821978811,507.39343109983656,511.736572265625,UNH
2024-02-22,513.9229603981615,516.4131416205214,508.4229599927311,516.1778564453125,UNH
2024-02-23,516.4228754789716,520.0993553708485,513.8836270380244,516.9032592773438,UNH
2024-02-26,517.9621190676432,522.3640815603541,514.030726868047,515.0209350585938,UNH
2024-02-27,514.4719194781799,515.2856638136186,502.01108161097494,503.3542175292969,UNH
2024-02-28,485.72673013415374,488.77574314912164,474.8933811670691,488.51104736328125,UNH
2024-02-29,488.7267798236522,491.9130627412587,481.96206207474216,483.9228515625,UNH
2024-03-01,479.8247576208282,480.41297046910273,467.89334169382687,479.9325866699219,UNH
2024-03-04,473.7658958784022,477.49141345896794,470.6874722692985,472.4227600097656,UNH
2024-03-05,472.93258508685847,473.4325660085101,461.3933210175273,463.87371826171875,UNH
2024-03-06,465.1384256834514,470.393326482884,459.01095931138764,463.3345031738281,UNH
2024-03-07,464.70705591674704,471.7560957196587,464.3149040475067,469.3933410644531,UNH
2024-03-08,470.80081872108326,476.62764799555544,467.2968574134478,469.06854248046875,UNH
2024-03-11,469.4917840240118,482.5922756364634,468.5075245187204,481.4505310058594,UNH
2024-03-12,480.4466020919826,484.5312730737368,479.67888087140517,481.64739990234375,UNH
2024-03-13,485.7517665003342,488.19274101882684,477.6906783131951,480.31866455078125,UNH
2024-03-14,481.02729550926756,481.9721762020872,477.552860737384,481.3028869628906,UNH
2024-03-15,479.77728868698904,483.4879360601827,479.77728868698904,483.09423828125,UNH
2024-03-18,484.35410391583144,484.35410391583144,478.7241383980738,479.3835754394531,UNH
2024-03-19,481.9623599749186,485.6730074564536,480.1119473189711,485.5549011230469,UNH
2024-03-20,484.71828567868516,486.8147632564563,481.7359805428012,486.4505920410156,UNH
2024-03-21,484.5312404764525,488.38955073389616,483.54698102720016,483.9505310058594,UNH
2024-03-22,487.40530450152295,488.0253627401056,482.0607527188724,482.3560485839844,UNH
2024-03-25,482.87770051460564,483.74385365151466,476.4504873966247,478.23199462890625,UNH
2024-03-26,480.4466237817381,485.5746076784152,477.592277065461,484.5608215332031,UNH
2024-03-27,485.92891007534575,487.9269555885882,483.57651553521293,485.3383483886719,UNH
2024-03-28,487.20844331978435,488.06474426269494,481.59815226060965,486.9131774902344,UNH
2024-04-01,486.68682007402714,487.976197679388,481.00765329344705,481.9919128417969,UNH
2024-04-02,452.36566032417414,456.3814257623082,442.5230655827309,450.92864990234375,UNH
2024-04-03,454.72788454645143,455.56451112070084,448.37939881874127,452.5034484863281,UNH
2024-04-04,453.5664712659027,454.4522988109339,444.80656769887645,448.21209716796875,UNH
2024-04-05,443.59590788593636,450.5447774186792,442.92661864780155,448.56640625,UNH
2024-04-08,448.7928000769962,450.00345006099036,446.4502576889119,448.82232666015625,UNH
2024-04-09,447.1294208863154,452.523173957883,445.33806132156786,452.4837951660156,UNH
2024-04-10,448.3203469463833,451.5191902992878,442.700233650624,442.9659729003906,UNH
2024-04-11,443.30066369432916,443.6746570840954,434.5309076862722,434.7671203613281,UNH
2024-04-12,433.4088138644291,435.27890086055345,429.51115475162453,432.2867736816406,UNH
2024-04-15,435.04270324256197,441.2927571359561,435.0328510355567,438.6155700683594,UNH
2024-04-16,469.2654002304906,472.19850441157286,458.27123822011316,461.50946044921875,UNH
2024-04-17,471.06659387467477,480.31862699375057,467.119703741772,471.450439453125,UNH
2024-04-18,478.47806641250406,494.09825957354593,478.32058129104263,485.4170837402344,UNH
2024-04-19,489.1770075539729,499.3148691362805,487.75967136653315,493.24200439453125,UNH
2024-04-22,489.9446594898054,491.5588593782249,482.91706275563547,483.4977722167969,UNH
2024-04-23,483.27138995524865,486.5292863318069,477.33630667317277,478.5272521972656,UNH
2024-04-24,476.1650257745983,481.16505046189627,473.14334211600675,479.6296081542969,UNH
2024-04-25,481.2635295920169,489.30494313864415,479.8560456782733,486.0863952636719,UNH
2024-04-26,484.2557029858186,489.40339129233865,483.6651412430264,487.552978515625,UNH
2024-04-29,487.9072743101076,489.52147432774086,480.09225138141767,481.3324279785156,UNH
2024-04-30,481.2635187956495,482.00171342384925,474.9937905594275,476.0863342285156,UNH
2024-05-01,471.71620324632937,481.4898925753725,469.5606726038592,476.4898376464844,UNH
2024-05-02,476.65720103545596,485.9190867598725,476.3225564017941,485.2104187011719,UNH
2024-05-03,483.1335789235356,485.0332224891958,478.13355413686577,484.6985778808594,UNH
2024-05-06,484.7281185655463,487.08048309874385,484.2556632026827,486.59820556640625,UNH
2024-05-07,488.1926969197385,493.75375691551426,487.2478162393464,493.0746154785156,UNH
2024-05-08,496.23412583564647,499.0195670071019,492.20847804380537,495.2892150878906,UNH
2024-05-09,494.23608935400813,499.97430913416304,494.23608935400813,499.0491027832031,UNH
2024-05-10,500.9881022447479,505.49602772625934,499.0195831789532,504.7381286621094,UNH
2024-05-13,503.9900240230986,506.5687788976825,499.32464398395723,503.6849060058594,UNH
2024-05-14,506.48025340748967,508.04519231851725,499.31481565118554,505.791259765625,UNH
2024-05-15,506.72634635479375,514.3642098547506,506.72634635479375,509.40350341796875,UNH
2024-05-16,511.8149126841464,519.8464433427488,511.332635166795,513.06494140625,UNH
2024-05-17,514.708669341568,517.5728380761241,511.8247961930401,516.3720703125,UNH
2024-05-20,516.3720759603019,516.3720759603019,508.409390023446,509.0885314941406,UNH
2024-05-21,510.1613633167549,516.4605877272026,507.7991166163188,515.3090209960938,UNH
2024-05-22,514.5906306982731,517.996190669575,512.4548041065236,513.1437377929688,UNH
2024-05-23,510.16139178094835,512.0413009951585,507.1200034900264,508.6948547363281,UNH
2024-05-24,507.9861660440283,508.99998218454755,499.53138037844013,500.1711730957031,UNH
2024-05-28,498.67505235209416,498.67505235209416,493.999819889432,495.7518005371094,UNH
2024-05-29,484.59032365802756,486.1257660909959,465.82048758917006,477.09027099609375,UNH
2024-05-30,474.7280400666665,478.3796343306162,470.4760318999776,474.0685729980469,UNH
2024-05-31,474.81663691374024,490.5647891762315,474.81663691374024,487.5726318359375,UNH
2024-06-03,486.3521195414708,490.8304879569306,485.30880694309275,489.6100158691406,UNH
2024-06-04,490.7124140671575,500.269565404661,486.8049026494733,497.5333251953125,UNH
2024-06-05,500.6928381093332,501.08653591639296,490.9486446706051,495.2006530761719,UNH
2024-06-06,495.7223115487669,496.7558020885877,489.45258308194684,494.0195617675781,UNH
2024-06-07,494.1376602069022,494.9447301888976,482.70056933547045,482.96630859375,UNH
2024-06-10,483.27142747050584,487.5923412093385,478.5371415514198,487.2084655761719,UNH
2024-06-11,483.13359428666337,489.9446831095968,482.5725892109388,488.40924072265625,UNH
2024-06-12,492.1297799493691,492.1297799493691,479.7478079022189,485.3088684082031,UNH
2024-06-13,482.56273824490916,494.098260590054,476.7556133011943,489.47222900390625,UNH
2024-06-14,489.00966129921164,490.0136252687306,483.98996160048824,489.29510498046875,UNH
2024-06-17,485.6477413105433,487.4170483557587,483.0481826736051,483.5720520019531,UNH
2024-06-18,485.0349499223522,485.9739752759968,473.49992990036736,475.4866638183594,UNH
2024-06-20,474.48833451734686,480.30033700492385,472.5806320877665,478.91650390625,UNH
2024-06-21,478.8374609076776,482.6528055851779,475.03198006836675,477.00885009765625,UNH
2024-06-24,483.206342935628,485.2128950405006,478.8967806067204,484.31341552734375,UNH
2024-06-25,484.96579533598555,484.96579533598555,475.0418988257162,478.89678955078125,UNH
2024-06-26,478.89677982939685,481.80278127806565,475.9018228463375,478.4421081542969,UNH
2024-06-27,479.44039190496636,483.32496443859986,476.4750868603061,480.8143310546875,UNH
2024-06-28,490.62948061755293,503.5087875789346,483.7499814006403,503.37042236328125,UNH
2024-07-01,500.8894522389254,503.0244755268347,487.18975718064485,488.92938232421875,UNH
2024-07-02,488.54392252151985,492.705225678984,487.6839888454636,492.4778747558594,UNH
2024-07-03,491.3707918612708,492.31968099487045,480.8933750524962,484.22442626953125,UNH
2024-07-05,483.34472143025454,484.0069861615077,478.8967638710804,482.3661804199219,UNH
2024-07-08,483.53252691364054,488.1682895424893,480.54746403062074,483.6807861328125,UNH
2024-07-09,482.6824486089549,489.6706912743112,480.4683638692944,486.4187316894531,UNH
2024-07-10,485.26232294077425,495.70019502300227,484.45179893173037,495.13677978515625,UNH
2024-07-11,491.9440883300342,502.8465246584976,491.9440883300342,498.52703857421875,UNH
2024-07-12,501.057495281402,508.619017176684,497.6078365381434,505.6141662597656,UNH
2024-07-15,518.1772045045991,524.6910183249648,507.8579397005339,509.4097900390625,UNH
2024-07-16,527.7254951867479,543.5601835996214,521.0337706200113,542.5223388671875,UNH
2024-07-17,547.5929693738275,566.9761645146928,544.9241829084957,566.6500244140625,UNH
2024-07-18,557.971538577096,574.77493300723,554.9271419881431,557.8134155273438,UNH
2024-07-19,560.5612079435683,563.3090859838281,555.0457241885259,558.7919311523438,UNH
2024-07-22,556.5383027561138,557.724436796549,550.6373748906424,552.0706176757812,UNH
2024-07-23,552.3275160306632,552.3769860390842,546.4166946342656,548.2848510742188,UNH
2024-07-24,553.5235980069227,554.6405343792437,546.6243410371361,553.2764892578125,UNH
2024-07-25,555.5004517548208,563.2992181277019,552.1200210580492,553.207275390625,UNH
2024-07-26,553.5235452244262,572.4323097295958,553.5235452244262,563.131103515625,UNH
2024-07-29,559.1676059217509,564.7423336744098,555.2632754637798,560.195556640625,UNH
2024-07-30,560.3437995107374,572.7288581121677,559.4442899182695,569.6647338867188,UNH
2024-07-31,558.9006495684886,574.1818753140194,555.8167374113764,569.4966430664062,UNH
2024-08-01,570.5247563825143,580.7056259286824,560.5415255945061,566.14599609375,UNH
2024-08-02,575.5953438001619,584.698791118057,568.5972074318784,583.0086059570312,UNH
2024-08-05,575.387813038401,580.0334698922136,560.2054649763692,563.3684692382812,UNH
2024-08-06,561.6387035169755,570.841031452695,556.0243996521183,561.7770385742188,UNH
2024-08-07,560.0571643960883,565.0389156160882,550.5880001354224,559.5333251953125,UNH
2024-08-08,557.8430985210188,565.8296708202164,557.8430985210188,559.6914672851562,UNH
2024-08-09,558.0110351369142,559.3849741722689,551.1809762974649,552.2979125976562,UNH
2024-08-12,555.8168181937758,562.4195572502748,554.5614863441012,558.75244140625,UNH
2024-08-13,563.3980889922619,569.0716965718466,562.41954793764,567.5989379882812,UNH
2024-08-14,568.5873049109184,574.3993071811695,566.640117038276,572.966064453125,UNH
2024-08-15,572.9661030035916,576.5937029124927,566.8773699118594,572.9067993164062,UNH
2024-08-16,574.2016040007418,574.9232025252581,567.460470522693,570.9990844726562,UNH
2024-08-19,571.3945092304833,576.5541108598993,570.3961802495705,572.08642578125,UNH
2024-08-20,573.144018179265,577.0582425494443,568.8443500042572,573.934814453125,UNH
2024-08-21,574.78486246227,576.6431251402096,570.7520306580939,571.3846435546875,UNH
2024-08-22,572.5509991406648,576.2082208687069,564.020799886037,572.027099609375,UNH
2024-08-23,574.280766413007,578.4420997091734,571.7602690909935,577.7501831054688,UNH
2024-08-26,581.2491870536851,585.2425030463554,578.9659046271895,580.33984375,UNH
2024-08-27,582.6527282703008,585.4895921150484,577.0285912509116,580.5572509765625,UNH
2024-08-28,582.1980552509903,585.9837778436714,577.1174853410278,581.7334594726562,UNH
2024-08-29,583.848793972749,585.756466333593,577.6117713712774,584.728515625,UNH
2024-08-30,583.1766295543555,586.3989371940698,579.8060928674087,583.3743286132812,UNH
2024-09-03,585.6675532772562,593.7133687085259,584.9756366785891,591.7562866210938,UNH
2024-09-04,593.0610366723121,600.9092134707805,590.9655591690797,597.1926879882812,UNH
2024-09-05,597.202545993313,598.9916109329281,582.8504504655886,588.6031494140625,UNH
2024-09-06,588.9787827727876,593.6639552122019,585.4105467555121,589.9771118164062,UNH
2024-09-09,591.4004139241429,592.5469719356066,568.6170001073936,587.2291870117188,UNH
2024-09-10,588.326465676815,597.8055243094753,584.3134216652447,592.102294921875,UNH
2024-09-11,582.3266345337065,584.5605073790522,572.2742067296508,582.9295654296875,UNH
2024-09-12,581.7236418572787,583.6807237252399,576.4651607581081,581.6148681640625,UNH
2024-09-13,584.2441357505437,590.767782161677,580.438625069649,587.4466552734375,UNH
2024-09-16,590.2042326989879,593.9636630747433,583.0225976048241,584.3914794921875,UNH
2024-09-17,581.2867402372385,581.9909788546304,571.7442827542944,573.3016357421875,UNH
2024-09-18,572.2104794502061,579.8087735629321,567.697164672582,575.969970703125,UNH
2024-09-19,579.0151879182995,580.1162873314818,569.9489023283378,572.4188232421875,UNH
2024-09-20,567.0920887475687,574.1745546111595,565.0586239328073,570.365478515625,UNH
2024-09-23,571.843461089155,574.7597670097847,567.3896603304676,568.7882690429688,UNH
2024-09-24,566.2191822427133,572.6568629759041,561.4380243111327,570.553955078125,UNH
